,question,context,answer
,List the top 3 transaction types with the highest number of transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT transaction_type, COUNT(transaction_id) FROM master_table GROUP BY transaction_type ORDER BY COUNT(transaction_id) DESC LIMIT 3;"
,List the transaction types with denominations 5 and 10.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT DISTINCT transaction_type FROM master_table WHERE denomination_type IN (5, 10);"
,What is the total count of transactions on a 2023-12-31 date?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, COUNT(transaction_id) FROM master_table WHERE date = '2023-12-31';"
,Find the total number of transactions for each denomination type on the highest transaction date.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT denomination_type, COUNT(transaction_id) FROM master_table WHERE date = (select date from master_table where transaction_amount = (select MAX(transaction_amount) from master_table)) GROUP BY denomination_type;"
,Which transaction type has the highest average number of denominations 5?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT transaction_type, AVG(denomination_type) FROM master_table WHERE denomination_type=5 GROUP BY transaction_type ORDER BY AVG(denomination_type) DESC LIMIT 1;"
,List the transaction types with denominations greater than 5.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT DISTINCT transaction_type FROM master_table WHERE denomination_type > 5;
,Which ATM model has the highest number of transactions of denomination 10?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT atm_model_name, COUNT(transaction_id) FROM master_table WHERE denomination_type=10 GROUP BY atm_model_name ORDER BY COUNT(transaction_id) DESC LIMIT 1;"
,List the dates with the highest number of transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, COUNT(transaction_id) FROM master_table GROUP BY date ORDER BY COUNT(transaction_id) DESC;"
,Which transaction type has the lowest number of transactions?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT transaction_type,COUNT(transaction_id) as count_of_transactions FROM master_table group by transaction_type ORDER BY count_of_transactions ASC limit 1;"
,List all transactions on a 2024-01-10 date for a particular ATM model 'ATMITM45'?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT * FROM master_table WHERE date = '2024-01-10' AND atm_model_name = 'ATMITM45';
,List all transactions with a denomination type of 10 and 20,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT * FROM master_table WHERE denomination_type IN (10, 20);"
,List all transactions with a denomination type of 50 and 100,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT * FROM master_table WHERE denomination_type IN (50, 100);"
,List all transactions made on a specific date for a particular transaction type,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT * FROM master_table WHERE date = '2024-01-09' AND transaction_type = 'Withdrawal';
,Which date had the lowest number of transactions for a specific ATM model?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, count(transaction_id) FROM master_table WHERE atm_model_name = 'ATMITM45' GROUP BY date ORDER BY count(transaction_id) ASC LIMIT 1;"
,Which transaction type has more than 50 transactions?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT transaction_type, count(transaction_id) FROM master_table GROUP BY transaction_type HAVING count(transaction_id) > 50;"
,List all transactions made on a specific date for a 10 denomination type,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT * FROM master_table WHERE date = '2024-01-09' AND denomination_type = 10;
,What is the total number of transactions in the database?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT COUNT(*) As Total_Number_of_transactions FROM master_table;
,What is the average transaction amount for each denomination?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT denomination_type, AVG(transaction_amount) AS average_amount FROM master_table GROUP BY denomination_type;"
,Please identify the dates on which there were cash deposits or withdrawals made.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT date from master_table where transaction_type = 'deposits' or transaction_type='withdrawals';
,Analyze the relationship between denomination type and transaction amount.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT denomination_type, AVG(transaction_amount) AS average_amount FROM master_table GROUP BY denomination_type ORDER BY average_amount DESC;"
,Examine the relationship between denomination type and transaction amount to determine if higher denomination result in greater transaction amount.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT denomination_type, AVG(transaction_amount) AS average_amount FROM master_table GROUP BY denomination_type ORDER BY average_amount DESC;"
,Show me which transactions are having highest denominations.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT transaction_id, denomination_type from master_table where denomination_type in (SELECT denomination_type from master_table group by denomination_type order by denomination_type DESC) order by denomination_type DESC;"
,Which date has more number of transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT Count(Date) as total_trans, Date from master_table group by Date ;"
,More number of Denomination 50 used in which transaction.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT * from master_table where denomination_type=50;
